movieid,title,cluster_no,rating
141818,Ordinary Miracle,10,4.5
141820,Old Men: Robbers,1,4.0
141830,Unbelievable Adventures of Italians in Russia,1,3.25
141836,It Can't Be!,1,4.5
141846,Steve Jobs: The Man in the Machine,3,4.0
141866,Green Room,3,3.33
141890,Beasts of No Nation,0,3.0
141928,Bloodsucking Bastards,1,5.0
141994,Saving Christmas,1,0.5
142056,Iron Man & Hulk: Heroes United,6,3.0
142074,Knock Knock,15,1.5
142115,The Blue Planet,3,4.75
142196,Cornered!,1,4.5
142222,Demolition,0,3.12
142366,Cigarette Burns,15,3.0
142372,Our Brand Is Crisis,7,2.75
142420,High Rise,14,3.0
142422,The Night Before,1,4.0
172253,The Night Before,1,4.0
142424,Into the Forest,0,2.0
142444,The Editor,17,5.0
142456,The Brand New Testament,3,4.0
142488,Spotlight,4,4.16
142507,Pawn Sacrifice,0,2.5
142509,Hardcore Henry,18,3.75
142536,Burnt,0,2.0
142550,Ryuzo and the Seven Henchmen,1,4.5
142558,If I Were a Rich Man,1,3.0
142598,Last Shift,17,4.0
142602,"F*ck You, Goethe 2",1,1.0
142831,Garam Masala,1,4.5
142961,Life Eternal,20,2.5
142997,Hotel Transylvania 2,1,2.88
143001,Anti-Social,20,1.5
143031,Jump In!,10,5.0
143245,The Little Prince,2,2.25
143255,Narcopolis,4,1.5
143257,Ashby,7,3.0
143365,The Circle,13,2.5
143367,Silence,13,3.75
143385,Bridge of Spies,13,3.44
143458,The Great Hypnotist,13,4.0
143472,Into the Grizzly Maze,15,1.5
143511,Human,3,5.0
143525,Chasuke's Journey,7,4.0
143559,L.A. Slasher,20,5.0
143859,"Hail, Caesar!",1,2.81
143896,How To Change The World,3,4.5
143969,Er ist wieder da,1,2.83
144210,Just Eat It: A Food Waste Story,3,4.0
144222,Bros Before Hos,1,3.0
144262,Slow Learners,21,2.0
144478,"Sex, Drugs & Taxation",7,4.5
144620,Goosebumps,1,2.0
144714,The Perfect Guy,13,1.5
144716,Rock the Kasbah,1,2.0
144734,Freaks of Nature,17,4.5
144976,Bone Tomahawk,17,4.5
145080,Extraordinary Tales,17,2.5
145150,The Dressmaker,7,3.0
145283,Nowitzki: The Perfect Shot,3,3.5
145418,Trumbo,0,4.0
145491,Our Lips Are Sealed,7,3.5
145724,Idaho Transfer,9,0.5
145745,Witch Hunt,16,2.5
145839,Concussion,0,2.5
145935,"Peanuts Movie, The",11,1.5
145951,Bloodsport: The Dark Kumite,12,0.5
145994,Formula of Love,1,5.0
146024,A Man from Boulevard des Capucines,21,4.0
146028,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,20,4.0
146210,Blue Mountain State: The Rise of Thadland,1,3.0
146244,Dil To Pagal Hai,10,4.0
146309,The Boy and the Beast,6,4.0
146656,Creed,0,3.75
146662,Dragons: Gift of the Night Fury,11,5.0
146682,Twinsters,3,4.0
146684,Cosmic Scrat-tastrophe,2,5.0
146688,Solace,4,2.0
146730,Lost in the Sun,14,2.0
146986,Le Maître d'école,1,4.0
147142,Those Happy Days,1,3.0
147196,The Girls,21,5.0
147282,What Men Still Talk About,1,4.0
147286,The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra,20,5.0
147300,Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches,20,5.0
147326,The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers,20,5.0
147328,The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature,20,5.0
147330,Sherlock Holmes and Dr. Watson: Acquaintance,20,5.0
147372,Doctor Who: Last Christmas,9,3.75
147374,"Doctor Who: The Doctor, the Widow and the Wardrobe",0,4.17
147376,Doctor Who: A Christmas Carol,9,4.75
147378,Doctor Who: Planet of the Dead,9,3.0
147380,Doctor Who: The Next Doctor,9,2.88
147382,Doctor Who: Voyage Of The Damned,18,4.5
147384,Doctor Who: The Runaway Bride,9,4.0
147410,A Perfect Day,7,5.0
147657,Masked Avengers,14,4.0
147662,Return of the One-Armed Swordsman,6,3.0
147936,The Lord's Lantern in Budapest,7,4.5
148166,Hitchcock/Truffaut,3,3.5
148172,The 5th Wave,9,2.5
148238,A Very Murray Christmas,1,2.5
148424,Chi-Raq,7,3.75
148482,Truth,0,3.0
148592,Just Jim,1,3.0
148626,"Big Short, The",0,3.96
148632,Applesauce,1,4.5
148652,The Ridiculous 6,1,3.25
148667,John Mulaney: The Comeback Kid,1,3.5
148675,North Pole: Open For Christmas,2,2.0
148709,Mojave,4,2.0
148775,Wizards of Waverly Place: The Movie,11,4.0
148881,World of Tomorrow,1,4.5
148888,Zoolander 2,1,2.5
148956,How to Be Single,21,3.12
148978,Blue Exorcist: The Movie,17,4.0
148982,Devil Dog: The Hound of Hell,17,4.0
149011,He Never Died,7,3.5
149144,Parasyte: Part 1,17,4.0
149146,Parasyte: Part 2,17,4.0
149330,A Cosmic Christmas,3,4.0
149350,Lumberjack Man,1,5.0
149352,Daddy's Home,1,2.67
149380,'Tis the Season for Love,5,1.5
149406,Kung Fu Panda 3,6,3.38
149566,Unicorn City,21,5.0
149590,Standoff,4,2.5
149612,Swelter,14,2.0
149830,Pride and Prejudice and Zombies,21,4.5
149902,Garm Wars: The Last Druid,12,2.0
150254,The Devil's Candy,17,2.0
150401,Close Range,19,3.0
150548,Sherlock: The Abominable Bride,8,3.85
150554,The Love Bug,11,5.0
150596,Doctor Who: The Husbands of River Song,7,4.25
150604,Moonwalkers,1,2.5
150696,Tomorrow,3,4.5
150993,Anacleto: Agente secreto,1,4.0
151311,Wiener-Dog,1,3.0
151315,Ride Along 2,1,2.0
151317,Maggie's Plan,1,2.0
151455,Eddie the Eagle,1,2.83
151479,The Flash 2 - Revenge of the Trickster,18,1.5
151501,Exposed,0,1.5
151557,Stonewall,0,2.5
151653,Welcome to Happiness,7,1.5
151687,Risen,0,0.5
151695,The Survivalist,13,4.0
151739,Dirty Grandpa,1,2.88
151745,Reptilicus,17,0.5
151759,Requiem for the American Dream,3,2.5
151763,Death Note Rewrite: Genshisuru Kami,3,4.0
151769,Three from Prostokvashino,2,5.0
151777,The Finest Hours,13,3.0
151781,Ghost in the Shell: Solid State Society,12,3.5
152037,Grease Live,3,2.0
152063,Gods of Egypt,11,0.5
152065,Embrace of the Serpent,0,3.5
152071,Race,0,1.5
152077,10 Cloverfield Lane,4,3.68
152079,London Has Fallen,8,2.0
152081,Zootopia,11,3.89
152083,Whiskey Tango Foxtrot,1,3.33
152085,Desierto,0,2.5
152091,The Brothers Grimsby,1,3.12
152105,Dad's Army,1,3.25
154065,Dad's Army,1,3.25
152173,Michael Jackson's Thriller,17,4.0
152270,The Wait,0,3.5
152372,Southbound,17,3.5
152591,Ip Man 3,14,4.0
152658,Santa's Little Helper,2,1.5
152711,Who Killed Chea Vichea?,3,5.0
152970,Hunt for the Wilderpeople,1,4.38
153070,Rabbits,7,3.5
153236,Genius Party,2,3.0
153386,Long Live Ghosts!,2,3.0
153408,Tears for Sale,7,4.0
154358,The Barkley Marathons: The Race That Eats Its Young,3,4.0
154975,Merci Patron !,1,4.0
155064,The Neon Demon,0,3.0
155168,Fraktus,1,4.0
155288,Eye in the Sky,13,2.83
155358,Camino,6,2.0
155509,Mr. Right,21,3.5
155589,Noin 7 veljestä,3,3.0
155659,Florence Foster Jenkins,7,4.0
155743,My Big Fat Greek Wedding 2,1,2.0
155774,Neon Bull,3,3.5
155812,Get a Job,1,3.25
155820,Keanu,1,2.5
155892,Me Him Her,1,2.0
156025,Ice Age: The Great Egg-Scapade,11,5.0
156371,Everybody Wants Some,1,4.17
156387,Sing Street,0,3.83
156607,The Huntsman Winter's War,6,1.0
156609,Neighbors 2: Sorority Rising,1,2.6
156706,The Trust,8,2.5
156781,Jimmy Carr: Telling Jokes,1,4.0
156783,Jimmy Carr: Making People Laugh,1,2.5
157108,Texas - Doc Snyder hält die Welt in Atem,1,4.5
157110,00 Schneider - Jagd auf Nihil Baxter,20,4.5
157122,The Man Who Knew Infinity,0,3.0
157130,Despite the Falling Snow,5,2.0
157172,Wizards of the Lost Kingdom II,14,0.5
157200,Money Monster,13,2.25
157270,Barbershop: The Next Cut,1,2.5
157296,Finding Dory,11,3.58
157312,The Boss,1,2.67
157340,The Angry Birds Movie,1,2.5
157369,Bakuman,7,4.0
157407,I Am Wrath,8,1.5
157432,Precious Cargo,19,1.0
157699,Snowden,13,3.83
157775,Tenchi Muyô! In Love,1,5.0
157865,Ratchet & Clank,18,1.5
158022,Kicking Off,1,1.5
158027,SORI: Voice from the Heart,0,5.0
158035,Gintama: The Final Chapter - Be Forever Yorozuya,1,3.5
158238,The Nice Guys,8,3.83
158254,Kindergarten Cop 2,1,1.5
158388,Buck Rogers in the 25th Century,9,2.5
158398,World of Glory,1,5.0
158402,The Crew,14,2.5
158528,The Shallows,13,2.5
158721,Gen-X Cops,12,3.5
158783,The Handmaiden,5,2.67
158813,Alice Through the Looking Glass,11,2.0
158830,The BFG,2,2.5
158842,My Scientology Movie,3,3.5
158872,Sausage Party,1,3.64
158874,Karate Bullfighter,14,3.0
158882,All Yours,10,5.0
158956,Kill Command,18,2.5
158966,Captain Fantastic,0,4.5
158972,Toni Erdmann,0,3.67
159061,The Wailing,4,3.0
159069,Comedy of the Strict Regime,1,4.5
159077,The Meddler,7,2.5
159093,Now You See Me 2,12,3.64
159161,Ali Wong: Baby Cobra,3,4.5
159193,Café Society,10,3.0
159403,Neo Tokyo,11,3.0
159415,Swiss Army Man,10,3.25
159441,The Do-Over,1,3.5
159510,Death Smiles on a Murderer,17,2.0
159690,Teenage Mutant Ninja Turtles: Out of the Shadows,6,2.0
159717,The Fundamentals of Caring,0,3.75
159755,Popstar: Never Stop Never Stopping,1,2.75
159779,A Midsummer Night's Dream,3,4.0
159811,The Bremen Town Musicians,0,5.0
159817,Planet Earth,3,4.21
159849,Bo Burnham: Make Happy,1,2.5
159858,The Conjuring 2,17,2.25
159976,Pelé: Birth of a Legend,0,4.5
160080,Ghostbusters,18,3.12
160271,Central Intelligence,1,3.62
160289,O.J.: Made in America,3,4.5
160341,Bloodmoon,12,2.5
160400,Genius,0,3.0
160422,The Wooden Horse,0,3.0
160438,Jason Bourne,14,2.72
160440,The Maid's Room,4,1.5
160527,Sympathy for the Underdog,19,4.5
160563,The Legend of Tarzan,6,3.08
160565,The Purge: Election Year,18,2.75
160567,Mike & Dave Need Wedding Dates,1,3.33
160569,Ice Age: Collision Course,11,1.0
160571,Lights Out,17,3.0
160644,Indignation,0,5.0
160646,Goat,0,2.5
160684,Marauders,14,3.5
160718,Piper,2,4.5
160730,The Adderall Diaries,14,2.0
160836,Hazard,14,3.0
160848,The Red Turtle,2,4.5
160872,Satanic,17,0.5
160954,Nerve,13,2.62
160978,Hellevator,17,1.0
160980,Sully,0,3.17
161008,The Forbidden Dance,3,2.5
161024,Jim Jefferies: Freedumb,1,4.5
161032,The Grandmother,14,2.5
161044,Webmaster,9,3.0
161127,The Infiltrator,16,3.75
161131,War Dogs,1,3.62
161290,Vigilante Diaries,14,1.0
161354,Batman: The Killing Joke,19,3.0
161580,Bad Moms,1,3.83
161582,Hell or High Water,16,3.56
161594,Kingsglaive: Final Fantasy XV,18,3.5
161634,Don't Breathe,4,3.3
161830,Body,13,1.0
161918,Sharknado 4: The 4th Awakens,18,1.5
161922,The Edge of Seventeen,1,3.25
161966,Elle,4,4.0
162082,Train to Busan,12,3.5
162344,Tom Segura: Mostly Stories,1,5.0
162350,The Magnificent Seven,14,3.58
162578,Kubo and the Two Strings,11,4.0
162590,Bridget Jones's Baby,21,1.0
162598,Deepwater Horizon,0,3.5
162600,Miss Peregrine's Home for Peculiar Children,3,3.0
162602,The Girl on the Train,4,4.5
162606,The Accountant,16,3.0
162828,Imperium,16,2.5
162968,Kizumonogatari Part 1: Tekketsu,14,4.0
162982,Steins;Gate the Movie: The Burden of Déjà vu,9,3.0
163056,Shin Godzilla,18,4.0
163072,Winnie Pooh,2,5.0
163112,Winnie the Pooh Goes Visiting,2,5.0
163134,Your Name.,5,4.0
163386,Winnie the Pooh and the Day of Concern,2,5.0
163527,Comedy Central Roast of David Hasselhoff,1,4.0
163639,DC Super Hero Girls: Hero of the Year,2,4.0
163645,Hacksaw Ridge,0,3.94
163653,David Cross: Making America Great Again,1,3.0
163809,Over the Garden Wall,0,2.5
163925,"Wings, Legs and Tails",1,5.0
163937,Blair Witch,15,3.5
163981,31,17,3.5
163985,ARQ,4,4.5
164179,Arrival,9,3.98
164200,Storks,2,4.0
164226,Maximum Ride,6,4.5
164280,Endless Poetry,0,3.5
164367,The Girl with All the Gifts,13,5.0
164375,All Roads Lead to Rome,1,1.5
164540,Amanda Knox,3,3.5
164647,Dirty 30,21,2.5
164655,Gimme Danger,3,2.0
164707,Go Figure,7,4.0
164753,Anything for Love,5,2.0
164881,Night Guards,18,1.5
164909,La La Land,10,3.39
164917,13th,3,4.5
165075,London Town,0,2.5
165103,Keeping Up with the Joneses,1,3.75
165139,Wild Oats,1,2.0
165343,The Rocky Horror Picture Show: Let's Do the Time Warp Again,15,1.5
165347,Jack Reacher: Never Go Back,8,2.0
165483,Joe Rogan: Triggered,1,4.0
165489,Ethel & Ernest,3,2.5
165529,Flowers for Algernon,0,2.0
165549,Manchester by the Sea,0,2.9
165551,Lion,0,4.5
165635,The Thinning,4,1.0
165639,While You Were Fighting: A Thor Mockumentary,9,3.83
165645,Bad Santa 2,1,0.5
165671,Ice Guardians,3,4.5
165843,Risk,3,4.0
165947,The True Memoirs of an International Assassin,1,3.25
165959,Alesha Popovich and Tugarin the Dragon,7,5.0
165969,HyperNormalisation,3,4.0
166015,The African Doctor,7,3.5
166183,Junior and Karlson,11,5.0
166203,Sapphire Blue,11,4.0
166291,A Silent Voice,5,4.0
166461,Moana,11,3.45
166492,Office Christmas Party,1,3.5
166526,The Space Between Us,9,1.0
166528,Rogue One: A Star Wars Story,18,3.93
166534,Split,13,3.33
166558,Underworld: Blood Wars,17,3.0
166568,Miss Sloane,4,4.5
166635,Passengers,5,3.67
166643,Hidden Figures,0,3.8
166705,Fences,0,3.0
166946,The Founder,0,4.25
167018,Why Him?,1,3.12
167036,Sing,2,3.75
167064,I Am Not Your Negro,3,5.0
167370,Assassin's Creed,18,2.5
167380,A Dog's Purpose,7,4.5
167538,Microwave Massacre,17,1.0
167634,Fist Fight,1,4.5
167706,Shakespeare Behind Bars,3,2.5
167732,A Street Cat Named Bob,7,3.5
167746,The Lego Batman Movie,1,3.71
167772,The Spirit of Christmas,1,1.5
167790,The Good Boy,7,3.5
167854,"Dana Carvey: Straight White Male, 60",1,4.5
168026,Marvel One-Shot: Agent Carter,18,4.0
168090,Kizumonogatari II: Passionate Blood,2,4.0
168144,Joe Rogan: Live,1,4.0
168174,Jim Gaffigan: Cinco,1,3.0
168218,Kizumonogatari III: Cold Blood,2,4.5
168248,John Wick: Chapter Two,8,4.14
168250,Get Out,17,3.63
168252,Logan,18,4.28
168254,Kong: Skull Island,6,3.12
168266,T2: Trainspotting,16,3.75
168326,The Big Sick,21,4.0
168350,100 Streets,0,2.5
168418,The Boss Baby,2,3.8
168456,Mercury Plains,14,2.0
168492,Call Me by Your Name,5,3.75
168608,Mudbound,0,3.0
168612,Ghost in the Shell,14,3.75
168632,Bill Burr: Walk Your Way Out,1,4.0
168712,Fifty Shades Darker,5,1.0
168846,Neal Brennan: 3 Mics,1,4.5
169034,Lemonade,3,4.5
169180,American Fable,4,2.5
169670,The Void,17,1.5
169904,Guyver: Dark Hero,9,2.0
169912,Denis Leary: No Cure for Cancer,1,3.0
169958,Buster's Mal Heart,0,1.0
169982,Power Rangers,18,3.0
169984,Alien: Covenant,12,2.8
169992,Free Fire,19,3.5
170289,Species III,18,1.0
170297,Ultimate Avengers 2,18,2.0
170355,Mulholland Dr.,5,3.75
170357,Dave Chappelle: The Age of Spin,1,4.0
170399,CHiPS,7,4.0
170401,Table 19,7,3.0
170411,Dave Chappelle: Deep in the Heart of Texas,1,4.0
170551,The Quiet Family,1,2.5
170597,A Plasticine Crow,2,5.0
170697,Gifted,0,4.12
170705,Band of Brothers,14,4.29
170777,There Once Was a Dog,2,5.0
170813,Baywatch,1,3.0
170817,Snatched,1,4.0
170827,The Mummy,6,3.5
170837,Life-Size,2,4.0
170875,The Fate of the Furious,8,2.33
170897,Sandy Wexler,1,2.0
170907,Betting on Zero,3,4.0
170937,Win It All,1,3.0
170939,Captain Underpants: The First Epic Movie,2,3.5
170945,It Comes at Night,15,3.5
170957,Cars 3,11,3.0
170993,Mini's First Time,20,4.0
171011,Planet Earth II,3,4.2
171023,The Hero,0,4.0
171251,"Nobody Speak: Hulk Hogan, Gawker and Trials of a Free Press",3,4.0
171695,Robin Williams: Live on Broadway,1,3.0
171701,The Death of Louis XIV,0,3.5
171751,Munna bhai M.B.B.S.,1,2.5
171759,The Beguiled,13,3.0
171763,Baby Driver,8,4.33
171765,Okja,18,3.75
171811,Embassy,9,4.0
171867,Rough Night,7,3.25
171917,Mystère à la Tour Eiffel,13,4.5
172013,Stefan Zweig: Farewell to Europe,0,3.0
172215,Saved by the Bell: Hawaiian Style,1,2.75
172229,Plain Clothes,21,3.0
172233,The Prime Gig,5,2.5
172321,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,1,2.0
172461,Get Me Roger Stone,3,3.0
172497,T2 3-D: Battle Across Time,3,4.0
172547,Despicable Me 3,11,2.25
172577,Last Year's Snow Was Falling,2,5.0
172583,Investigation Held by Kolobki,2,5.0
172585,Karlson Returns,11,5.0
172587,Vacations in Prostokvashino,2,5.0
172589,Winter in Prostokvashino,2,5.0
172591,The Godfather Trilogy: 1972-1990,3,4.75
172637,Priklyucheniya Kapitana Vrungelya,6,5.0
172705,Tickling Giants,3,5.0
172793,Vovka in the Kingdom of Far Far Away,11,5.0
172825,Adventures of Mowgli: The Kidnapping,11,4.5
172875,A Detective Story,9,5.0
172881,Final Flight of the Osiris,18,3.5
172887,Kid's Story,9,3.0
172909,Cheburashka,2,5.0
173145,War for the Planet of the Apes,18,2.88
173197,The Square,0,4.25
173205,The Meyerowitz Stories,1,4.0
173209,War Machine,7,4.0
173235,Tokyo Idols,3,4.5
173253,Vir Das: Abroad Understanding,1,3.5
173255,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",1,2.5
173291,Valerian and the City of a Thousand Planets,18,2.88
173307,The Gracefield Incident,18,0.5
173317,Shadow World,3,4.5
173351,Wow! A Talking Fish!,2,5.0
173355,Travels of an Ant,2,5.0
173535,The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger,3,4.5
173619,Fugitives,20,5.0
173751,Tiger Raid,4,2.0
173925,Seven Sisters,4,4.25
173941,Atomic Blonde,4,3.0
173963,Empties,1,5.0
174045,Goon: Last of the Enforcers,1,4.0
174053,Black Mirror: White Christmas,13,4.75
174055,Dunkirk,14,3.42
174141,Belladonna of Sadness,0,3.5
174403,The Putin Interviews,3,2.5
174479,Unedited Footage of a Bear,15,4.0
174681,"Oh, Hello: On Broadway",1,3.5
174727,Good Time,16,3.0
174737,Don Camillo in Moscow,1,3.0
174815,The House,1,3.5
174909,Logan Lucky,1,4.5
175197,The Dark Tower,17,3.5
175199,Annabelle: Creation,17,4.0
175293,Gena the Crocodile,2,5.0
175387,On the Trail of the Bremen Town Musicians,11,5.0
175397,"In the blue sea, in the white foam.",2,5.0
175401,Wolf and Calf,2,4.0
175431,Bobik Visiting Barbos,1,5.0
175435,The Magic Ring,2,4.5
175475,The Emoji Movie,2,0.5
175485,Death Note,15,1.67
175569,Wind River,8,3.4
175577,Rory Scovel Tries Stand-Up for the First Time,1,1.5
175585,Shot Caller,8,3.5
175661,The Hitman's Bodyguard,1,2.67
175693,Rick and Morty: State of Georgia Vs. Denver Fenton Allen,20,2.5
175705,Themroc,1,3.5
175707,A German Life,3,3.0
175743,Self-criticism of a Bourgeois Dog,1,3.0
175781,Der Herr Karl,1,3.0
176051,LEGO DC Super Hero Girls: Brain Drain,2,3.5
176101,Kingsman: The Golden Circle,6,3.06
176329,Ari Shaffir: Double Negative,1,4.0
176371,Blade Runner 2049,9,3.81
176389,The Nut Job 2: Nutty by Nature,11,2.0
176415,Alles Inklusive,7,3.5
176419,Mother!,13,3.25
176423,Icarus,3,4.0
176579,Cage Dive,13,1.0
176621,Boniface's Holiday,2,2.0
176751,American Made,8,4.5
176805,Little Boxes,7,4.0
176935,Geostorm,14,2.0
177185,Maz Jobrani: Immigrant,1,4.5
177285,Sword Art Online The Movie: Ordinal Scale,18,3.0
177593,"Three Billboards Outside Ebbing, Missouri",16,4.75
177615,Lady Bird,1,3.33
177765,Coco,11,3.54
177939,"The Night Is Short, Walk on Girl",5,4.5
178061,"I, Tonya",0,3.33
178111,"Fireworks, Should We See It from the Side or the Bottom?",2,2.0
178129,Adventures in Plymptoons!,3,3.5
178323,Gaga: Five Foot Two,3,3.5
178613,Dave Chappelle: Killin' Them Softly,1,4.0
178615,Front Cover,10,3.5
178827,Paddington 2,11,4.25
179053,2048: Nowhere to Run,4,3.5
179073,Male Hunt,1,3.0
179119,The Death of Stalin,1,4.0
179133,Loving Vincent,16,5.0
179135,Blue Planet II,3,5.0
179211,Christina P: Mother Inferior,1,3.0
179401,Jumanji: Welcome to the Jungle,6,3.67
179427,Dane Cook: Troublemaker,1,4.0
179491,Mayhem,17,1.0
179511,Emerald Green,5,4.0
179709,Wonder Wheel,0,3.0
179749,Creep 2,1,1.5
179813,LBJ,0,4.0
179815,"Roman J. Israel, Esq.",13,1.5
179817,Darkest Hour,0,3.83
179819,Star Wars: The Last Jedi,18,3.12
179953,A Bad Moms Christmas,1,3.5
180031,The Shape of Water,0,3.69
180045,Molly's Game,0,4.0
180095,Wonder,0,4.0
180231,Daddy's Home 2,7,4.0
180263,The Shining,13,2.0
180265,Jim & Andy: The Great Beyond,3,4.5
180297,The Disaster Artist,7,3.75
180497,The Post,13,4.25
180777,Die Frauen von Ravensbrück,3,4.5
180985,The Greatest Showman,0,3.0
180987,Ferdinand,2,1.5
181065,Jack Whitehall: At Large,1,3.75
181139,Lynne Koplitz: Hormonal Beast,1,1.5
181315,Phantom Thread,5,3.5
181413,Too Funny to Fail: The Life and Death of The Dana Carvey Show,3,4.5
181659,Craig Ferguson: Tickle Fight,1,2.5
181719,Serving in Silence: The Margarethe Cammermeyer Story,3,3.5
182293,Hare-um Scare-um,2,4.0
182297,Porky in Wackyland,2,4.0
182299,Porky's Hare Hunt,2,4.0
182639,The Second Renaissance Part II,9,4.0
182715,Annihilation,4,3.83
182727,A Christmas Story Live!,3,2.0
182731,Pixel Perfect,9,4.5
182749,Judd Apatow: The Return,1,2.5
182793,The Purple Sea,0,3.5
182823,Bright,19,2.88
183011,The Commuter,16,1.5
183197,Dave Chappelle: Equanimity,1,3.5
183199,Quest,3,4.0
183227,Dave Chappelle: The Bird Revelation,1,3.5
183295,Insidious: The Last Key,15,3.5
183301,The Tale of the Bunny Picnic,2,3.0
183317,Patti Rocks,7,4.5
183611,Game Night,19,4.0
183635,Maze Runner: The Death Cure,12,3.5
183897,Isle of Dogs,1,3.5
183911,The Clapper,1,1.5
183959,Tom Segura: Disgraceful,1,4.5
184015,When We First Met,1,3.5
184053,Battle Planet,18,2.0
184245,De platte jungle,3,5.0
184253,The Cloverfield Paradox,15,2.25
184257,Making a Murderer,3,4.0
184471,Tomb Raider,6,2.5
184641,Fullmetal Alchemist 2018,6,0.5
184721,First Reformed,13,4.0
184791,Fred Armisen: Standup for Drummers,1,3.25
184987,A Wrinkle in Time,11,3.0
184997,"Love, Simon",7,4.0
185029,A Quiet Place,13,2.75
185031,Alpha,4,4.5
185033,I Kill Giants,13,2.0
185135,Sherlock - A Study in Pink,20,4.75
185435,"Game Over, Man!",1,3.0
185473,Blockers,1,3.0
185585,Pacific Rim: Uprising,18,2.75
186587,Rampage,18,3.0
187031,Jurassic World: Fallen Kingdom,12,3.25
187541,Incredibles 2,6,3.0
187593,Deadpool 2,18,3.88
187595,Solo: A Star Wars Story,18,3.9
187717,Won't You Be My Neighbor?,3,5.0
188189,Sorry to Bother You,9,4.5
188301,Ant-Man and the Wasp,18,3.67
188675,Dogman,16,3.5
188751,Mamma Mia: Here We Go Again!,21,4.5
188797,Tag,1,4.0
188833,The Man Who Killed Don Quixote,11,4.5
